equipment_id,equipment_type,cycle,timestamp,temperature,vibration,pressure,current,rpm
HIST-001,Pump,76,2024-01-19 18:00:00,65.317,2.2,97.5,38.344,1505.482
HIST-001,Pump,77,2024-01-20 00:00:00,66.251,1.984,95.231,40.881,1547.683
HIST-001,Pump,78,2024-01-20 06:00:00,64.381,2.295,93.781,40.479,1512.769
HIST-001,Pump,79,2024-01-20 12:00:00,65.914,2.171,96.648,38.696,1489.391
HIST-001,Pump,80,2024-01-20 18:00:00,63.676,2.828,98.624,40.266,1514.535
HIST-001,Pump,81,2024-01-21 00:00:00,64.274,2.672,99.12,41.819,1494.573
HIST-001,Pump,82,2024-01-21 06:00:00,64.237,2.316,105.812,39.514,1492.654
HIST-001,Pump,83,2024-01-21 12:00:00,62.608,1.971,103.318,37.462,1513.629
HIST-001,Pump,84,2024-01-21 18:00:00,65.974,1.866,97.114,39.974,1500.466
HIST-001,Pump,85,2024-01-22 00:00:00,64.061,2.557,101.043,38.646,1504.179
HIST-001,Pump,86,2024-01-22 06:00:00,65.025,2.279,98.779,39.486,1500.21
HIST-001,Pump,87,2024-01-22 12:00:00,65.961,2.344,99.147,39.878,1505.049
HIST-001,Pump,88,2024-01-22 18:00:00,65.893,1.677,100.556,37.442,1506.374
HIST-001,Pump,89,2024-01-23 00:00:00,66.331,2.478,101.858,37.577,1470.945
HIST-001,Pump,90,2024-01-23 06:00:00,64.803,2.336,98.982,40.723,1509.999
HIST-001,Pump,91,2024-01-23 12:00:00,64.153,1.867,103.192,39.216,1485.27
HIST-001,Pump,92,2024-01-23 18:00:00,64.841,2.059,96.574,36.153,1478.366
HIST-001,Pump,93,2024-01-24 00:00:00,61.625,2.279,100.019,41.177,1499.124
HIST-001,Pump,94,2024-01-24 06:00:00,62.106,2.216,107.793,40.409,1501.26
HIST-001,Pump,95,2024-01-24 12:00:00,62.355,2.112,100.669,38.929,1489.597
HIST-001,Pump,96,2024-01-24 18:00:00,63.006,2.169,104.3,38.025,1512.465
HIST-001,Pump,97,2024-01-25 00:00:00,65.8,2.124,100.275,41.254,1479.867
HIST-001,Pump,98,2024-01-25 06:00:00,63.189,2.246,101.742,40.524,1493.896
HIST-001,Pump,99,2024-01-25 12:00:00,64.244,2.641,99.83,43.574,1491.227
HIST-001,Pump,100,2024-01-25 18:00:00,67.598,1.43,99.489,40.63,1499.301
HIST-001,Pump,101,2024-01-26 00:00:00,64.287,2.129,97.662,40.582,1504.183
HIST-001,Pump,102,2024-01-26 06:00:00,66.475,2.253,101.291,39.75,1484.882
HIST-001,Pump,103,2024-01-26 12:00:00,63.133,2.289,97.445,41.225,1510.864
HIST-001,Pump,104,2024-01-26 18:00:00,64.589,2.088,101.997,40.938,1500.945
HIST-001,Pump,105,2024-01-27 00:00:00,63.1,1.673,103.256,41.878,1471.621
HIST-001,Pump,106,2024-01-27 06:00:00,64.322,2.298,101.1,39.218,1470.621
HIST-001,Pump,107,2024-01-27 12:00:00,66.681,2.718,99.141,39.347,1499.815
HIST-001,Pump,108,2024-01-27 18:00:00,61.979,1.589,101.362,39.281,1496.685
HIST-001,Pump,109,2024-01-28 00:00:00,65.123,2.446,99.074,41.186,1498.449
HIST-001,Pump,110,2024-01-28 06:00:00,65.881,2.107,102.807,42.248,1499.58
HIST-001,Pump,111,2024-01-28 12:00:00,62.925,1.999,94.506,39.312,1503.383
HIST-001,Pump,112,2024-01-28 18:00:00,62.113,1.88,98.993,39.363,1514.215
HIST-001,Pump,113,2024-01-29 00:00:00,65.473,2.038,94.028,40.471,1483.333
HIST-001,Pump,114,2024-01-29 06:00:00,66.22,2.795,95.515,39.631,1482.42
HIST-001,Pump,115,2024-01-29 12:00:00,64.776,2.464,104.092,41.428,1483.6
HIST-001,Pump,116,2024-01-29 18:00:00,66.732,2.782,102.686,36.622,1504.334
HIST-001,Pump,117,2024-01-30 00:00:00,68.941,2.664,97.842,38.76,1518.674
HIST-001,Pump,118,2024-01-30 06:00:00,65.581,2.515,95.492,38.826,1493.53
HIST-001,Pump,119,2024-01-30 12:00:00,63.898,2.99,91.106,36.519,1462.475
HIST-001,Pump,120,2024-01-30 18:00:00,66.692,2.382,98.37,38.555,1474.44
HIST-001,Pump,121,2024-01-31 00:00:00,66.428,2.519,107.261,38.627,1487.504
HIST-001,Pump,122,2024-01-31 06:00:00,70.133,2.533,101.305,39.698,1491.634
HIST-001,Pump,123,2024-01-31 12:00:00,67.702,2.444,98.321,41.669,1493.874
HIST-001,Pump,124,2024-01-31 18:00:00,68.169,2.095,101.395,39.632,1500.579
HIST-001,Pump,125,2024-02-01 00:00:00,69.118,2.913,95.317,38.454,1495.324
HIST-001,Pump,126,2024-02-01 06:00:00,64.445,2.299,99.108,39.915,1515.74
HIST-001,Pump,127,2024-02-01 12:00:00,64.903,2.622,100.298,41.574,1489.86
HIST-001,Pump,128,2024-02-01 18:00:00,65.725,2.63,99.742,38.536,1487.065
HIST-001,Pump,129,2024-02-02 00:00:00,67.77,3.151,102.372,38.634,1507.183
HIST-001,Pump,130,2024-02-02 06:00:00,64.764,3.009,101.034,40.838,1476.965
HIST-001,Pump,131,2024-02-02 12:00:00,68.882,3.407,102.005,39.668,1505.845
HIST-001,Pump,132,2024-02-02 18:00:00,66.628,2.815,97.935,40.971,1501.538
HIST-001,Pump,133,2024-02-03 00:00:00,65.039,2.425,102.693,39.98,1497.788
HIST-001,Pump,134,2024-02-03 06:00:00,65.064,2.824,104.887,41.052,1523.824
HIST-001,Pump,135,2024-02-03 12:00:00,68.476,2.508,97.09,38.447,1490.667
HIST-001,Pump,136,2024-02-03 18:00:00,70.651,2.951,97.337,39.982,1530.904
HIST-001,Pump,137,2024-02-04 00:00:00,74.061,3.696,104.007,39.684,1496.619
HIST-001,Pump,138,2024-02-04 06:00:00,77.311,3.527,99.426,38.176,1480.845
HIST-001,Pump,139,2024-02-04 12:00:00,69.824,3.101,104.211,37.655,1501.049
HIST-001,Pump,140,2024-02-04 18:00:00,68.866,2.84,98.672,41.029,1483.856
HIST-001,Pump,141,2024-02-05 00:00:00,65.865,3.272,104.365,39.474,1488.724
HIST-001,Pump,142,2024-02-05 06:00:00,70.59,3.009,100.394,38.467,1505.955
HIST-001,Pump,143,2024-02-05 12:00:00,69.141,3.126,100.775,39.856,1508.334
HIST-001,Pump,144,2024-02-05 18:00:00,69.89,3.473,104.694,41.692,1490.667
HIST-001,Pump,145,2024-02-06 00:00:00,69.789,3.882,98.915,36.579,1514.811
HIST-001,Pump,146,2024-02-06 06:00:00,70.575,3.639,97.177,37.755,1517.363
HIST-001,Pump,147,2024-02-06 12:00:00,72.459,2.722,98.654,38.616,1521.545
HIST-001,Pump,148,2024-02-06 18:00:00,70.792,3.602,101.357,42.192,1507.941
HIST-001,Pump,149,2024-02-07 00:00:00,72.188,3.745,95.303,40.424,1520.451
HIST-001,Pump,150,2024-02-07 06:00:00,69.965,3.809,101.912,41.151,1471.788
HIST-001,Pump,151,2024-02-07 12:00:00,68.709,4.277,98.384,38.29,1495.231
HIST-001,Pump,152,2024-02-07 18:00:00,71.852,3.281,103.443,38.321,1486.995
HIST-001,Pump,153,2024-02-08 00:00:00,73.633,3.624,92.817,40.672,1501.788
HIST-001,Pump,154,2024-02-08 06:00:00,77.075,4.208,97.64,40.087,1491.428
HIST-001,Pump,155,2024-02-08 12:00:00,73.424,3.559,94.941,40.823,1497.508
HIST-001,Pump,156,2024-02-08 18:00:00,76.932,4.296,97.521,39.718,1528.233
HIST-001,Pump,157,2024-02-09 00:00:00,74.552,4.427,100.743,40.417,1497.454
HIST-001,Pump,158,2024-02-09 06:00:00,72.618,4.341,99.462,40.237,1506.207
HIST-001,Pump,159,2024-02-09 12:00:00,73.75,3.806,99.24,41.167,1496.516
HIST-001,Pump,160,2024-02-09 18:00:00,74.757,4.377,99.522,41.211,1501.136
HIST-001,Pump,161,2024-02-10 00:00:00,80.691,4.521,100.61,37.57,1500.09
HIST-001,Pump,162,2024-02-10 06:00:00,74.698,4.497,96.974,36.629,1506.725
HIST-001,Pump,163,2024-02-10 12:00:00,78.328,4.515,102.121,41.503,1517.48
HIST-001,Pump,164,2024-02-10 18:00:00,75.109,4.583,101.988,41.782,1524.711
HIST-001,Pump,165,2024-02-11 00:00:00,77.815,4.454,101.155,38.469,1504.644
HIST-001,Pump,166,2024-02-11 06:00:00,78.494,4.695,101.67,37.21,1508.843
HIST-001,Pump,167,2024-02-11 12:00:00,76.103,4.759,100.889,40.149,1482.737
HIST-001,Pump,168,2024-02-11 18:00:00,77.124,5.003,106.105,41.396,1498.682
HIST-001,Pump,169,2024-02-12 00:00:00,77.919,5.289,99.739,42.696,1514.104
HIST-001,Pump,170,2024-02-12 06:00:00,80.098,4.334,99.079,40.774,1512.99
HIST-001,Pump,171,2024-02-12 12:00:00,79.164,4.948,97.739,39.442,1503.174
HIST-001,Pump,172,2024-02-12 18:00:00,76.57,5.23,96.903,38.66,1513.296
HIST-001,Pump,173,2024-02-13 00:00:00,76.118,4.968,96.267,40.017,1507.362
HIST-001,Pump,174,2024-02-13 06:00:00,80.11,5.012,97.334,39.551,1518.005
HIST-001,Pump,175,2024-02-13 12:00:00,83.561,5.551,99.788,38.477,1504.34
HIST-001,Pump,176,2024-02-13 18:00:00,81.072,5.841,101.003,43.073,1494.665
HIST-001,Pump,177,2024-02-14 00:00:00,81.729,5.519,100.153,42.678,1505.038
HIST-001,Pump,178,2024-02-14 06:00:00,81.716,5.885,97.703,41.704,1456.041
HIST-001,Pump,179,2024-02-14 12:00:00,84.704,5.968,102.701,38.619,1505.743
HIST-001,Pump,180,2024-02-14 18:00:00,81.839,5.89,102.218,41.283,1445.274
HIST-001,Pump,181,2024-02-15 00:00:00,82.113,5.961,99.521,40.959,1474.148
HIST-001,Pump,182,2024-02-15 06:00:00,85.177,6.72,98.041,40.664,1506.777
HIST-001,Pump,183,2024-02-15 12:00:00,83.609,5.809,101.645,41.874,1507.163
HIST-001,Pump,184,2024-02-15 18:00:00,86.628,5.554,100.564,40.953,1482.564
HIST-001,Pump,185,2024-02-16 00:00:00,84.36,6.698,95.656,41.11,1489.318
HIST-001,Pump,186,2024-02-16 06:00:00,81.875,5.916,99.796,40.955,1520.558
HIST-001,Pump,187,2024-02-16 12:00:00,83.623,6.458,100.786,40.511,1492.74
HIST-001,Pump,188,2024-02-16 18:00:00,88.571,6.86,97.301,37.325,1533.644
HIST-001,Pump,189,2024-02-17 00:00:00,89.009,5.98,100.57,40.125,1499.971
HIST-001,Pump,190,2024-02-17 06:00:00,84.131,6.04,95.636,39.166,1506.121
HIST-001,Pump,191,2024-02-17 12:00:00,85.101,6.005,104.009,38.08,1524.253
HIST-001,Pump,192,2024-02-17 18:00:00,89.712,6.381,103.744,42.523,1501.965
HIST-002,Compressor,1,2024-01-01 00:00:00,67.763,2.137,99.508,39.863,1505.445
HIST-002,Compressor,2,2024-01-01 06:00:00,64.67,2.317,98.257,39.204,1510.462
HIST-002,Compressor,3,2024-01-01 12:00:00,67.577,2.62,93.173,43.321,1534.161
HIST-002,Compressor,4,2024-01-01 18:00:00,65.123,2.254,101.923,39.322,1514.565
HIST-002,Compressor,5,2024-01-02 00:00:00,65.074,1.927,99.66,39.001,1476.295
HIST-002,Compressor,6,2024-01-02 06:00:00,64.822,2.447,96.962,40.651,1506.7
HIST-002,Compressor,7,2024-01-02 12:00:00,65.008,2.476,100.38,40.378,1517.122
HIST-002,Compressor,8,2024-01-02 18:00:00,68.438,2.396,98.249,37.893,1518.041
HIST-002,Compressor,9,2024-01-03 00:00:00,60.361,2.424,98.415,41.684,1493.601
HIST-002,Compressor,10,2024-01-03 06:00:00,60.997,2.119,101.819,39.859,1517.474
HIST-002,Compressor,11,2024-01-03 12:00:00,63.914,1.921,95.985,38.334,1513.916
HIST-002,Compressor,12,2024-01-03 18:00:00,65.029,1.94,103.142,41.783,1538.588
HIST-002,Compressor,13,2024-01-04 00:00:00,66.38,1.709,95.807,40.939,1488.75
HIST-002,Compressor,14,2024-01-04 06:00:00,65.946,2.271,98.012,38.103,1492.389
HIST-002,Compressor,15,2024-01-04 12:00:00,64.232,2.175,105.769,42.666,1495.408
HIST-002,Compressor,16,2024-01-04 18:00:00,67.038,2.068,103.382,40.988,1492.647
HIST-002,Compressor,17,2024-01-05 00:00:00,67.06,1.313,100.293,39.985,1486.65
HIST-002,Compressor,18,2024-01-05 06:00:00,65.368,1.826,97.178,42.385,1458.56
HIST-002,Compressor,19,2024-01-05 12:00:00,66.925,2.536,98.412,40.239,1493.48
HIST-002,Compressor,20,2024-01-05 18:00:00,65.545,2.001,100.22,39.958,1505.54
HIST-002,Compressor,21,2024-01-06 00:00:00,63.877,2.308,100.113,39.01,1492.602
HIST-002,Compressor,22,2024-01-06 06:00:00,66.396,1.783,99.727,40.873,1529.031
HIST-002,Compressor,23,2024-01-06 12:00:00,65.221,2.632,99.908,40.715,1500.201
HIST-002,Compressor,24,2024-01-06 18:00:00,65.003,2.157,99.357,40.022,1519.365
HIST-002,Compressor,25,2024-01-07 00:00:00,67.946,2.287,95.674,38.815,1503.921
HIST-002,Compressor,26,2024-01-07 06:00:00,60.098,2.898,98.45,40.195,1512.396
HIST-002,Compressor,27,2024-01-07 12:00:00,62.165,2.655,102.744,39.895,1504.189
HIST-002,Compressor,28,2024-01-07 18:00:00,62.626,2.108,95.895,38.0,1520.532
HIST-002,Compressor,29,2024-01-08 00:00:00,64.273,2.022,99.431,37.792,1500.839
HIST-002,Compressor,30,2024-01-08 06:00:00,64.491,2.102,97.541,40.848,1507.442
HIST-002,Compressor,31,2024-01-08 12:00:00,61.985,2.353,100.334,36.097,1505.495
HIST-002,Compressor,32,2024-01-08 18:00:00,63.03,2.168,98.834,40.308,1495.676
HIST-002,Compressor,33,2024-01-09 00:00:00,63.278,2.081,104.432,39.283,1506.075
HIST-002,Compressor,34,2024-01-09 06:00:00,69.915,2.64,101.52,41.962,1533.516
HIST-002,Compressor,35,2024-01-09 12:00:00,68.603,2.166,96.065,39.26,1495.944
HIST-002,Compressor,36,2024-01-09 18:00:00,64.177,2.89,102.014,40.989,1506.292
HIST-002,Compressor,37,2024-01-10 00:00:00,64.273,2.227,97.676,39.405,1518.867
HIST-002,Compressor,38,2024-01-10 06:00:00,62.702,2.736,98.269,40.171,1517.104
HIST-002,Compressor,39,2024-01-10 12:00:00,61.184,2.307,100.941,41.105,1500.176
HIST-002,Compressor,40,2024-01-10 18:00:00,64.766,2.489,98.525,39.306,1464.249
HIST-002,Compressor,41,2024-01-11 00:00:00,63.004,1.983,102.679,41.495,1507.751
HIST-002,Compressor,42,2024-01-11 06:00:00,64.83,1.944,97.676,38.509,1466.708
HIST-002,Compressor,43,2024-01-11 12:00:00,61.8,2.338,98.143,40.442,1522.049
HIST-002,Compressor,44,2024-01-11 18:00:00,63.476,2.497,98.031,41.384,1502.542
HIST-002,Compressor,45,2024-01-12 00:00:00,65.297,2.212,98.303,40.99,1514.995
HIST-002,Compressor,46,2024-01-12 06:00:00,65.732,1.814,103.298,42.875,1486.468
HIST-002,Compressor,47,2024-01-12 12:00:00,65.835,1.792,101.886,38.855,1476.712
HIST-002,Compressor,48,2024-01-12 18:00:00,62.359,1.772,105.13,37.931,1503.911
HIST-002,Compressor,49,2024-01-13 00:00:00,66.709,1.67,106.803,38.508,1499.496
HIST-002,Compressor,50,2024-01-13 06:00:00,63.4,2.233,96.908,40.991,1492.627
HIST-002,Compressor,51,2024-01-13 12:00:00,66.266,2.538,100.211,40.747,1501.27
HIST-002,Compressor,52,2024-01-13 18:00:00,64.979,2.196,96.471,40.153,1541.512
HIST-002,Compressor,53,2024-01-14 00:00:00,62.247,1.522,97.667,38.316,1512.518
HIST-002,Compressor,54,2024-01-14 06:00:00,64.368,2.143,98.11,41.15,1515.742
HIST-002,Compressor,55,2024-01-14 12:00:00,65.731,2.151,96.829,38.163,1512.659
HIST-002,Compressor,56,2024-01-14 18:00:00,66.226,2.829,96.844,41.738,1522.192
HIST-002,Compressor,57,2024-01-15 00:00:00,64.718,1.763,99.567,44.286,1497.149
HIST-002,Compressor,58,2024-01-15 06:00:00,68.064,2.083,96.35,40.55,1469.179
HIST-002,Compressor,59,2024-01-15 12:00:00,67.015,2.712,102.526,40.875,1497.171
HIST-002,Compressor,60,2024-01-15 18:00:00,64.487,2.335,97.247,39.261,1512.176
HIST-002,Compressor,61,2024-01-16 00:00:00,66.5,2.369,108.429,37.285,1485.453
HIST-002,Compressor,62,2024-01-16 06:00:00,68.868,2.234,98.646,39.096,1497.355
HIST-002,Compressor,63,2024-01-16 12:00:00,68.921,2.299,100.216,38.361,1489.623
HIST-002,Compressor,64,2024-01-16 18:00:00,62.544,2.433,96.114,37.829,1522.53
HIST-002,Compressor,65,2024-01-17 00:00:00,63.147,1.957,105.118,42.584,1511.242
HIST-002,Compressor,66,2024-01-17 06:00:00,67.97,2.463,103.359,40.409,1509.773
HIST-002,Compressor,67,2024-01-17 12:00:00,62.883,1.788,100.891,40.57,1509.324
HIST-002,Compressor,68,2024-01-17 18:00:00,62.355,2.299,95.96,39.536,1499.441
HIST-002,Compressor,69,2024-01-18 00:00:00,64.028,2.254,100.632,39.741,1502.963
HIST-002,Compressor,70,2024-01-18 06:00:00,65.84,2.015,96.636,41.447,1482.222
HIST-002,Compressor,71,2024-01-18 12:00:00,64.795,2.193,104.387,39.951,1467.203
HIST-002,Compressor,72,2024-01-18 18:00:00,63.699,2.013,102.428,40.796,1502.251
HIST-002,Compressor,73,2024-01-19 00:00:00,63.652,1.878,100.286,39.706,1504.86
HIST-002,Compressor,74,2024-01-19 06:00:00,63.575,2.094,92.691,39.487,1518.139
HIST-002,Compressor,75,2024-01-19 12:00:00,63.241,1.869,97.05,37.89,1523.57
HIST-002,Compressor,76,2024-01-19 18:00:00,69.563,2.297,102.063,37.033,1523.55
HIST-002,Compressor,77,2024-01-20 00:00:00,65.595,1.855,103.639,39.608,1485.03
HIST-002,Compressor,78,2024-01-20 06:00:00,66.774,2.414,103.328,40.085,1494.716
HIST-002,Compressor,79,2024-01-20 12:00:00,64.022,1.846,95.224,38.071,1507.205
HIST-002,Compressor,80,2024-01-20 18:00:00,64.628,2.03,100.905,39.948,1537.979
HIST-002,Compressor,81,2024-01-21 00:00:00,63.573,2.013,103.047,40.081,1522.201
HIST-002,Compressor,82,2024-01-21 06:00:00,59.697,2.598,95.025,36.766,1516.791
HIST-002,Compressor,83,2024-01-21 12:00:00,62.244,2.299,99.976,38.627,1494.183
HIST-002,Compressor,84,2024-01-21 18:00:00,61.379,2.136,100.822,40.611,1486.752
HIST-002,Compressor,85,2024-01-22 00:00:00,60.5,2.35,99.098,40.581,1511.834
HIST-002,Compressor,86,2024-01-22 06:00:00,62.609,1.568,94.444,38.269,1483.49
HIST-002,Compressor,87,2024-01-22 12:00:00,67.65,2.187,99.023,40.238,1496.423
HIST-002,Compressor,88,2024-01-22 18:00:00,64.911,2.799,99.018,41.534,1498.278
HIST-002,Compressor,89,2024-01-23 00:00:00,67.581,2.24,99.556,41.166,1523.894
HIST-002,Compressor,90,2024-01-23 06:00:00,65.822,2.22,98.31,39.857,1494.68
HIST-002,Compressor,91,2024-01-23 12:00:00,66.565,2.364,98.671,39.298,1463.411
HIST-002,Compressor,92,2024-01-23 18:00:00,63.198,2.469,99.881,39.056,1507.567
HIST-002,Compressor,93,2024-01-24 00:00:00,66.048,1.601,101.327,40.702,1489.515
HIST-002,Compressor,94,2024-01-24 06:00:00,66.457,1.695,99.087,40.293,1500.639
HIST-002,Compressor,95,2024-01-24 12:00:00,63.847,2.263,98.771,40.944,1498.699
HIST-002,Compressor,96,2024-01-24 18:00:00,66.119,1.986,100.277,40.198,1495.894
HIST-002,Compressor,97,2024-01-25 00:00:00,66.132,2.594,94.237,41.228,1511.855
HIST-002,Compressor,98,2024-01-25 06:00:00,63.901,2.105,101.431,40.142,1477.007
HIST-002,Compressor,99,2024-01-25 12:00:00,62.754,1.62,99.998,41.177,1492.245
HIST-002,Compressor,100,2024-01-25 18:00:00,62.632,1.82,100.119,41.306,1510.261
HIST-002,Compressor,101,2024-01-26 00:00:00,65.173,1.375,102.882,38.793,1490.789
HIST-002,Compressor,102,2024-01-26 06:00:00,65.654,2.13,94.142,37.288,1475.868
HIST-002,Compressor,103,2024-01-26 12:00:00,63.415,2.143,94.078,42.315,1510.028
HIST-002,Compressor,104,2024-01-26 18:00:00,65.053,2.073,100.821,40.385,1516.846
HIST-002,Compressor,105,2024-01-27 00:00:00,66.141,2.524,99.979,37.428,1499.325
HIST-002,Compressor,106,2024-01-27 06:00:00,66.236,2.56,100.511,38.929,1470.587
HIST-002,Compressor,107,2024-01-27 12:00:00,68.104,2.149,98.614,41.158,1510.59
HIST-002,Compressor,108,2024-01-27 18:00:00,67.554,1.56,101.993,39.58,1475.102
