equipment_id,cycle,timestamp,temperature,vibration,pressure,current,rpm
EQ-001,70,2025-05-18 06:00:00,65.317,2.303,101.372,38.471,1515.026
EQ-001,71,2025-05-18 12:00:00,64.375,2.076,96.364,41.369,1495.448
EQ-001,72,2025-05-18 18:00:00,65.383,2.265,96.386,44.054,1514.828
EQ-001,73,2025-05-19 00:00:00,64.443,2.687,96.303,41.785,1501.137
EQ-001,74,2025-05-19 06:00:00,64.454,2.751,97.805,39.834,1479.64
EQ-001,75,2025-05-19 12:00:00,68.92,2.18,100.232,39.816,1500.395
EQ-001,76,2025-05-19 18:00:00,64.049,2.464,96.621,39.23,1486.523
EQ-001,77,2025-05-20 00:00:00,66.016,2.15,98.715,39.199,1481.657
EQ-001,78,2025-05-20 06:00:00,65.306,2.054,104.206,41.437,1513.005
EQ-001,79,2025-05-20 12:00:00,62.547,1.865,104.853,41.503,1505.873
EQ-001,80,2025-05-20 18:00:00,62.478,2.226,104.651,38.246,1522.464
EQ-001,81,2025-05-21 00:00:00,64.838,2.525,94.615,40.549,1494.084
EQ-001,82,2025-05-21 06:00:00,61.095,1.818,105.021,41.667,1485.556
EQ-001,83,2025-05-21 12:00:00,68.661,2.114,100.275,39.475,1509.582
EQ-001,84,2025-05-21 18:00:00,64.277,2.099,100.234,39.683,1487.495
EQ-001,85,2025-05-22 00:00:00,64.114,2.274,103.087,41.044,1495.347
EQ-001,86,2025-05-22 06:00:00,67.446,2.279,102.11,41.087,1507.876
EQ-001,87,2025-05-22 12:00:00,64.719,2.361,94.394,40.644,1498.111
EQ-001,88,2025-05-22 18:00:00,66.302,2.769,98.163,40.381,1492.669
EQ-001,89,2025-05-23 00:00:00,63.855,1.939,98.902,40.583,1478.96
EQ-001,90,2025-05-23 06:00:00,65.091,1.922,96.009,39.583,1514.053
EQ-001,91,2025-05-23 12:00:00,66.937,2.274,102.991,38.323,1494.474
EQ-001,92,2025-05-23 18:00:00,63.276,2.636,104.317,37.665,1509.271
EQ-001,93,2025-05-24 00:00:00,66.055,1.761,99.968,40.893,1507.29
EQ-001,94,2025-05-24 06:00:00,60.167,2.299,100.896,40.162,1516.369
EQ-001,95,2025-05-24 12:00:00,67.531,2.14,99.966,40.683,1496.466
EQ-001,96,2025-05-24 18:00:00,63.887,2.456,100.297,38.757,1494.784
EQ-001,97,2025-05-25 00:00:00,64.829,2.388,103.353,40.154,1483.376
EQ-001,98,2025-05-25 06:00:00,64.804,2.215,94.704,40.118,1491.86
EQ-001,99,2025-05-25 12:00:00,63.05,2.346,101.458,41.919,1505.117
EQ-001,100,2025-05-25 18:00:00,62.897,2.003,100.036,41.278,1487.744
EQ-001,101,2025-05-26 00:00:00,66.043,2.44,97.86,38.89,1504.737
EQ-001,102,2025-05-26 06:00:00,66.137,2.616,98.49,40.757,1522.009
EQ-001,103,2025-05-26 12:00:00,63.229,2.23,105.497,38.88,1493.322
EQ-001,104,2025-05-26 18:00:00,66.082,2.078,96.017,36.081,1480.284
EQ-001,105,2025-05-27 00:00:00,66.116,2.156,99.494,42.589,1493.799
EQ-001,106,2025-05-27 06:00:00,64.244,2.437,104.888,39.438,1478.66
EQ-001,107,2025-05-27 12:00:00,62.413,2.187,96.19,41.559,1520.013
EQ-001,108,2025-05-27 18:00:00,64.925,1.84,98.632,39.008,1501.273
EQ-001,109,2025-05-28 00:00:00,65.73,2.486,100.127,38.789,1489.073
EQ-001,110,2025-05-28 06:00:00,64.882,1.905,101.238,39.18,1491.602
EQ-001,111,2025-05-28 12:00:00,63.815,2.327,99.759,40.379,1482.268
EQ-001,112,2025-05-28 18:00:00,65.934,1.64,97.314,40.264,1515.167
EQ-001,113,2025-05-29 00:00:00,67.531,2.232,101.342,40.747,1527.558
EQ-001,114,2025-05-29 06:00:00,63.459,2.18,99.698,39.255,1477.589
EQ-001,115,2025-05-29 12:00:00,64.404,1.61,101.883,40.061,1515.649
EQ-001,116,2025-05-29 18:00:00,70.486,2.3,102.771,38.735,1496.312
EQ-001,117,2025-05-30 00:00:00,65.582,1.87,95.541,42.204,1519.012
EQ-001,118,2025-05-30 06:00:00,62.466,2.225,103.099,38.029,1472.493
EQ-001,119,2025-05-30 12:00:00,64.045,2.076,99.236,38.767,1503.381
EQ-001,120,2025-05-30 18:00:00,63.486,1.756,102.476,39.365,1493.882
EQ-001,121,2025-05-31 00:00:00,65.761,1.886,101.482,43.583,1509.886
EQ-001,122,2025-05-31 06:00:00,65.615,1.91,105.562,41.15,1500.917
EQ-001,123,2025-05-31 12:00:00,63.727,2.495,100.019,38.72,1500.334
EQ-001,124,2025-05-31 18:00:00,68.713,2.451,98.79,41.233,1498.41
EQ-001,125,2025-06-01 00:00:00,65.17,2.858,98.461,40.774,1523.434
EQ-001,126,2025-06-01 06:00:00,64.089,2.046,96.889,40.411,1497.375
EQ-001,127,2025-06-01 12:00:00,62.558,2.037,102.424,41.044,1512.964
EQ-001,128,2025-06-01 18:00:00,63.21,2.24,96.696,40.087,1509.428
EQ-001,129,2025-06-02 00:00:00,62.508,2.093,102.398,40.256,1513.332
EQ-001,130,2025-06-02 06:00:00,64.619,2.025,99.33,37.671,1484.779
EQ-001,131,2025-06-02 12:00:00,63.23,2.216,94.71,42.165,1510.608
EQ-001,132,2025-06-02 18:00:00,66.568,2.411,104.465,39.329,1505.053
EQ-001,133,2025-06-03 00:00:00,63.831,1.566,89.873,38.144,1482.158
EQ-001,134,2025-06-03 06:00:00,66.68,2.028,99.755,39.244,1496.814
EQ-001,135,2025-06-03 12:00:00,65.983,1.779,100.702,39.304,1534.414
EQ-001,136,2025-06-03 18:00:00,66.291,2.154,93.082,38.798,1494.123
EQ-001,137,2025-06-04 00:00:00,66.793,2.33,101.324,41.166,1494.485
EQ-001,138,2025-06-04 06:00:00,68.987,2.535,97.991,41.461,1506.761
EQ-001,139,2025-06-04 12:00:00,63.302,2.07,99.254,37.061,1491.887
EQ-001,140,2025-06-04 18:00:00,66.692,2.232,104.029,39.228,1502.107
EQ-001,141,2025-06-05 00:00:00,65.796,1.695,100.428,39.335,1493.266
EQ-001,142,2025-06-05 06:00:00,67.127,1.942,98.948,39.742,1506.036
EQ-001,143,2025-06-05 12:00:00,65.222,2.262,99.489,42.559,1499.072
EQ-001,144,2025-06-05 18:00:00,67.352,1.792,105.328,38.78,1529.28
EQ-001,145,2025-06-06 00:00:00,62.417,2.571,101.214,42.344,1500.69
EQ-001,146,2025-06-06 06:00:00,62.991,2.357,97.349,39.781,1496.661
EQ-001,147,2025-06-06 12:00:00,63.862,1.929,98.535,42.358,1515.442
EQ-001,148,2025-06-06 18:00:00,64.851,1.755,96.43,39.534,1479.134
EQ-001,149,2025-06-07 00:00:00,65.093,1.984,98.645,39.358,1525.376
EQ-001,150,2025-06-07 06:00:00,63.52,1.93,104.824,39.966,1485.173
EQ-001,151,2025-06-07 12:00:00,63.018,1.835,99.501,41.938,1517.887
EQ-001,152,2025-06-07 18:00:00,63.689,1.778,95.989,40.237,1521.849
EQ-001,153,2025-06-08 00:00:00,61.581,2.131,101.293,40.314,1492.113
EQ-001,154,2025-06-08 06:00:00,64.424,2.42,98.822,40.955,1493.554
EQ-001,155,2025-06-08 12:00:00,64.883,1.987,101.684,38.68,1498.362
EQ-001,156,2025-06-08 18:00:00,65.882,2.333,99.273,40.505,1509.323
EQ-001,157,2025-06-09 00:00:00,65.334,2.102,104.336,39.058,1485.029
EQ-001,158,2025-06-09 06:00:00,68.587,2.384,97.268,42.207,1498.362
EQ-001,159,2025-06-09 12:00:00,66.625,1.964,96.505,40.628,1495.299
EQ-001,160,2025-06-09 18:00:00,66.475,2.284,102.813,41.039,1482.73
EQ-001,161,2025-06-10 00:00:00,65.729,2.236,93.989,36.941,1484.325
EQ-001,162,2025-06-10 06:00:00,66.071,2.609,99.484,41.06,1501.924
EQ-001,163,2025-06-10 12:00:00,64.559,2.368,102.402,39.734,1501.658
EQ-001,164,2025-06-10 18:00:00,65.199,2.277,93.417,37.844,1488.54
EQ-001,165,2025-06-11 00:00:00,68.843,1.759,100.194,40.142,1501.189
EQ-001,166,2025-06-11 06:00:00,64.86,2.042,95.512,37.723,1490.296
EQ-001,167,2025-06-11 12:00:00,62.336,1.96,94.465,40.917,1519.606
EQ-001,168,2025-06-11 18:00:00,66.394,1.953,96.802,42.151,1498.455
EQ-001,169,2025-06-12 00:00:00,66.75,2.205,99.45,37.314,1516.463
EQ-001,170,2025-06-12 06:00:00,65.309,2.272,97.882,39.955,1474.61
EQ-001,171,2025-06-12 12:00:00,61.243,2.284,103.321,39.753,1504.841
EQ-001,172,2025-06-12 18:00:00,67.573,2.578,100.247,37.016,1508.941
EQ-001,173,2025-06-13 00:00:00,65.46,2.345,98.533,41.375,1497.932
EQ-001,174,2025-06-13 06:00:00,64.379,1.832,96.07,40.939,1491.917
EQ-001,175,2025-06-13 12:00:00,67.376,2.261,100.672,43.039,1497.692
EQ-001,176,2025-06-13 18:00:00,60.951,2.375,106.177,40.744,1511.137
EQ-001,177,2025-06-14 00:00:00,65.224,2.579,97.891,38.682,1481.842
EQ-001,178,2025-06-14 06:00:00,63.918,2.154,98.243,40.772,1510.507
EQ-001,179,2025-06-14 12:00:00,67.984,2.157,96.818,41.927,1504.775
EQ-001,180,2025-06-14 18:00:00,65.486,2.524,103.553,39.303,1496.088
EQ-001,181,2025-06-15 00:00:00,63.271,2.254,102.781,41.279,1496.729
EQ-001,182,2025-06-15 06:00:00,67.276,1.72,98.661,36.468,1500.928
EQ-001,183,2025-06-15 12:00:00,60.082,1.656,98.203,42.213,1524.879
EQ-001,184,2025-06-15 18:00:00,66.016,2.752,97.168,41.201,1505.22
EQ-001,185,2025-06-16 00:00:00,62.473,1.686,99.132,36.183,1485.86
EQ-001,186,2025-06-16 06:00:00,64.075,2.15,103.06,40.574,1493.471
EQ-001,187,2025-06-16 12:00:00,64.519,2.465,100.125,37.02,1482.831
EQ-001,188,2025-06-16 18:00:00,66.82,1.671,103.863,39.083,1471.653
EQ-001,189,2025-06-17 00:00:00,69.407,1.876,97.84,41.018,1482.568
EQ-001,190,2025-06-17 06:00:00,61.441,1.826,93.062,39.796,1501.801
EQ-001,191,2025-06-17 12:00:00,65.893,2.74,107.816,41.885,1519.109
EQ-001,192,2025-06-17 18:00:00,69.405,2.805,100.644,40.096,1514.937
EQ-001,193,2025-06-18 00:00:00,63.854,1.98,102.336,39.944,1482.671
EQ-001,194,2025-06-18 06:00:00,63.73,2.374,97.637,41.648,1488.035
EQ-001,195,2025-06-18 12:00:00,65.472,2.292,95.912,39.494,1485.92
EQ-001,196,2025-06-18 18:00:00,66.658,2.116,100.464,39.962,1461.276
EQ-001,197,2025-06-19 00:00:00,66.315,1.712,94.025,40.16,1497.485
EQ-001,198,2025-06-19 06:00:00,64.283,2.892,99.199,39.899,1512.049
EQ-001,199,2025-06-19 12:00:00,63.395,1.655,103.067,41.74,1496.214
EQ-001,200,2025-06-19 18:00:00,67.632,2.264,101.345,39.0,1480.983
EQ-001,201,2025-06-20 00:00:00,63.451,2.006,100.765,38.755,1487.323
EQ-001,202,2025-06-20 06:00:00,61.168,2.502,105.231,38.407,1495.067
EQ-002,1,2025-05-01 00:00:00,62.488,2.525,104.211,40.572,1494.069
EQ-002,2,2025-05-01 06:00:00,66.203,2.088,96.535,43.048,1514.412
EQ-002,3,2025-05-01 12:00:00,64.418,2.291,100.384,40.713,1514.712
EQ-002,4,2025-05-01 18:00:00,57.805,2.24,100.834,39.355,1511.531
EQ-002,5,2025-05-02 00:00:00,65.962,2.543,99.226,39.108,1514.406
EQ-002,6,2025-05-02 06:00:00,66.948,2.318,102.782,39.714,1514.602
EQ-002,7,2025-05-02 12:00:00,63.377,1.784,97.998,38.692,1490.347
EQ-002,8,2025-05-02 18:00:00,65.961,2.827,100.165,40.209,1505.093
EQ-002,9,2025-05-03 00:00:00,64.581,2.45,98.887,36.383,1516.302
EQ-002,10,2025-05-03 06:00:00,60.764,2.035,106.977,39.683,1479.307
EQ-002,11,2025-05-03 12:00:00,68.906,1.859,98.012,39.802,1479.22
EQ-002,12,2025-05-03 18:00:00,64.593,2.485,102.235,38.259,1478.39
EQ-002,13,2025-05-04 00:00:00,65.403,1.894,105.39,39.427,1473.217
EQ-002,14,2025-05-04 06:00:00,63.751,2.44,97.245,41.68,1484.238
EQ-002,15,2025-05-04 12:00:00,64.409,2.521,100.286,41.788,1492.118
EQ-002,16,2025-05-04 18:00:00,65.323,2.005,97.041,39.2,1522.685
EQ-002,17,2025-05-05 00:00:00,62.915,1.978,93.961,40.785,1493.438
EQ-002,18,2025-05-05 06:00:00,68.388,2.059,97.645,37.752,1477.254
EQ-002,19,2025-05-05 12:00:00,66.676,1.903,98.289,39.556,1502.493
EQ-002,20,2025-05-05 18:00:00,66.034,2.269,98.467,40.346,1497.166
EQ-002,21,2025-05-06 00:00:00,64.716,2.312,99.101,42.29,1488.268
EQ-002,22,2025-05-06 06:00:00,63.478,2.418,100.018,41.789,1491.172
EQ-002,23,2025-05-06 12:00:00,67.06,1.95,96.41,40.313,1516.006
EQ-002,24,2025-05-06 18:00:00,66.221,2.452,101.055,38.633,1478.852
EQ-002,25,2025-05-07 00:00:00,64.201,1.904,103.64,42.038,1475.013
EQ-002,26,2025-05-07 06:00:00,62.831,2.452,103.992,39.49,1507.003
EQ-002,27,2025-05-07 12:00:00,61.848,1.754,99.219,40.673,1490.79
EQ-002,28,2025-05-07 18:00:00,65.057,2.67,102.682,39.816,1523.283
EQ-002,29,2025-05-08 00:00:00,64.502,2.044,97.957,42.988,1497.685
EQ-002,30,2025-05-08 06:00:00,67.371,2.38,98.97,39.085,1498.494
EQ-002,31,2025-05-08 12:00:00,66.984,2.404,101.196,41.374,1511.798
EQ-002,32,2025-05-08 18:00:00,65.078,1.819,98.996,39.87,1474.918
EQ-002,33,2025-05-09 00:00:00,64.838,2.451,96.208,40.854,1505.064
EQ-002,34,2025-05-09 06:00:00,62.696,2.035,102.5,42.43,1494.516
EQ-002,35,2025-05-09 12:00:00,67.122,2.108,97.514,36.993,1515.402
EQ-002,36,2025-05-09 18:00:00,64.887,1.999,98.44,39.902,1490.298
EQ-002,37,2025-05-10 00:00:00,66.211,2.684,103.175,38.659,1502.652
EQ-002,38,2025-05-10 06:00:00,67.354,1.849,101.611,40.669,1494.616
EQ-002,39,2025-05-10 12:00:00,63.869,2.329,100.528,41.037,1506.193
EQ-002,40,2025-05-10 18:00:00,63.344,2.013,95.592,39.294,1496.233
EQ-002,41,2025-05-11 00:00:00,69.937,2.527,96.51,39.217,1503.935
EQ-002,42,2025-05-11 06:00:00,66.189,2.896,101.192,40.306,1526.299
EQ-002,43,2025-05-11 12:00:00,64.443,2.011,101.89,38.09,1495.71
EQ-002,44,2025-05-11 18:00:00,67.48,2.242,100.759,40.5,1506.041
EQ-002,45,2025-05-12 00:00:00,64.383,2.084,98.579,38.773,1534.297
EQ-002,46,2025-05-12 06:00:00,65.651,2.511,98.48,41.1,1505.848
EQ-002,47,2025-05-12 12:00:00,63.864,2.125,100.647,38.023,1463.487
EQ-002,48,2025-05-12 18:00:00,64.966,2.472,96.245,39.149,1490.006
EQ-002,49,2025-05-13 00:00:00,64.452,2.081,100.275,38.873,1481.944
EQ-002,50,2025-05-13 06:00:00,63.496,2.873,95.834,39.553,1513.829
EQ-002,51,2025-05-13 12:00:00,65.486,1.543,96.842,42.065,1498.593
EQ-002,52,2025-05-13 18:00:00,63.723,2.313,100.535,41.269,1515.953
EQ-002,53,2025-05-14 00:00:00,66.152,2.197,101.75,39.28,1509.173
EQ-002,54,2025-05-14 06:00:00,64.391,2.186,101.025,39.279,1509.109
EQ-002,55,2025-05-14 12:00:00,61.56,2.286,96.656,41.328,1481.65
EQ-002,56,2025-05-14 18:00:00,66.242,2.218,94.387,38.254,1507.573
EQ-002,57,2025-05-15 00:00:00,66.275,2.266,99.975,40.034,1520.499
EQ-002,58,2025-05-15 06:00:00,69.507,2.322,94.302,39.091,1478.294
EQ-002,59,2025-05-15 12:00:00,65.035,2.725,102.833,39.742,1495.243
EQ-002,60,2025-05-15 18:00:00,65.367,1.37,96.756,41.214,1505.316
EQ-002,61,2025-05-16 00:00:00,65.957,2.754,106.703,38.996,1501.47
EQ-002,62,2025-05-16 06:00:00,67.039,2.968,97.114,41.461,1521.549
EQ-002,63,2025-05-16 12:00:00,66.914,1.675,101.389,43.299,1510.928
EQ-002,64,2025-05-16 18:00:00,65.638,2.214,97.79,40.906,1506.091
EQ-002,65,2025-05-17 00:00:00,64.934,2.611,99.495,39.874,1512.264
EQ-002,66,2025-05-17 06:00:00,66.685,2.476,100.552,41.736,1511.464
EQ-002,67,2025-05-17 12:00:00,64.851,2.703,102.581,38.337,1500.616
EQ-002,68,2025-05-17 18:00:00,62.422,2.312,103.059,42.282,1494.678
EQ-002,69,2025-05-18 00:00:00,61.998,1.59,102.182,38.87,1514.855
EQ-002,70,2025-05-18 06:00:00,64.413,2.591,103.113,43.252,1488.854
EQ-002,71,2025-05-18 12:00:00,65.24,2.391,98.152,38.924,1498.916
EQ-002,72,2025-05-18 18:00:00,69.944,2.64,101.946,40.993,1482.649
EQ-002,73,2025-05-19 00:00:00,64.76,1.74,98.977,37.661,1510.975
EQ-002,74,2025-05-19 06:00:00,65.093,1.835,102.959,39.68,1518.488
EQ-002,75,2025-05-19 12:00:00,64.191,2.205,100.347,38.38,1485.967
EQ-002,76,2025-05-19 18:00:00,66.238,2.6,101.861,37.838,1497.691
EQ-002,77,2025-05-20 00:00:00,65.561,2.683,100.874,41.808,1492.799
EQ-002,78,2025-05-20 06:00:00,63.723,1.982,102.281,38.159,1516.13
EQ-002,79,2025-05-20 12:00:00,62.977,2.078,97.577,38.897,1521.255
EQ-002,80,2025-05-20 18:00:00,64.195,3.062,95.284,38.723,1492.814
EQ-002,81,2025-05-21 00:00:00,63.313,2.034,102.967,41.709,1453.632
EQ-002,82,2025-05-21 06:00:00,64.538,2.403,104.035,41.526,1517.292
EQ-002,83,2025-05-21 12:00:00,65.283,2.064,99.652,41.905,1500.676
EQ-002,84,2025-05-21 18:00:00,63.998,2.342,102.433,38.82,1500.734
EQ-002,85,2025-05-22 00:00:00,67.909,1.94,95.112,42.024,1514.456
EQ-002,86,2025-05-22 06:00:00,67.319,1.949,98.135,38.808,1494.54
EQ-002,87,2025-05-22 12:00:00,64.541,2.089,100.246,38.868,1490.546
EQ-002,88,2025-05-22 18:00:00,63.072,2.036,94.794,38.952,1494.664
EQ-002,89,2025-05-23 00:00:00,64.94,2.109,95.412,39.007,1507.336
EQ-002,90,2025-05-23 06:00:00,64.733,2.358,100.474,39.864,1513.185
EQ-002,91,2025-05-23 12:00:00,64.874,2.767,98.183,38.742,1524.497
EQ-002,92,2025-05-23 18:00:00,64.204,2.023,98.96,40.347,1506.051
EQ-002,93,2025-05-24 00:00:00,62.901,1.903,98.781,36.086,1497.831
EQ-002,94,2025-05-24 06:00:00,65.07,2.203,96.149,40.342,1513.293
EQ-002,95,2025-05-24 12:00:00,64.298,1.945,99.347,38.365,1485.431
EQ-002,96,2025-05-24 18:00:00,64.476,1.709,99.959,38.996,1521.291
EQ-002,97,2025-05-25 00:00:00,65.188,2.519,98.252,39.032,1503.171
EQ-002,98,2025-05-25 06:00:00,64.861,2.224,98.496,41.415,1496.57
EQ-002,99,2025-05-25 12:00:00,65.144,2.254,99.388,40.757,1485.48
EQ-002,100,2025-05-25 18:00:00,64.206,1.622,102.459,39.752,1509.404
EQ-002,101,2025-05-26 00:00:00,65.72,2.025,99.717,38.927,1495.791
EQ-002,102,2025-05-26 06:00:00,63.564,1.775,94.221,41.174,1498.586
EQ-002,103,2025-05-26 12:00:00,62.824,2.194,96.418,42.692,1474.932
EQ-002,104,2025-05-26 18:00:00,63.22,2.24,102.795,39.958,1493.48
EQ-002,105,2025-05-27 00:00:00,63.647,2.24,97.943,37.603,1491.473
EQ-002,106,2025-05-27 06:00:00,62.424,2.0,99.735,38.946,1506.278
EQ-002,107,2025-05-27 12:00:00,61.615,1.944,105.775,40.839,1495.985
EQ-002,108,2025-05-27 18:00:00,66.007,2.142,101.895,39.336,1460.267
EQ-002,109,2025-05-28 00:00:00,67.548,2.307,93.555,38.712,1493.775
EQ-002,110,2025-05-28 06:00:00,66.115,2.026,104.335,38.647,1478.183
EQ-002,111,2025-05-28 12:00:00,64.034,1.919,100.449,40.138,1484.357
EQ-002,112,2025-05-28 18:00:00,61.567,1.932,101.108,37.699,1515.058
EQ-002,113,2025-05-29 00:00:00,65.384,2.002,100.913,39.948,1474.665
EQ-002,114,2025-05-29 06:00:00,61.785,2.064,102.74,40.133,1504.423
EQ-002,115,2025-05-29 12:00:00,64.827,1.871,99.761,39.326,1492.392
EQ-002,116,2025-05-29 18:00:00,63.401,2.066,95.555,38.436,1489.499
EQ-002,117,2025-05-30 00:00:00,60.439,2.571,100.971,41.528,1485.31
EQ-002,118,2025-05-30 06:00:00,67.961,2.112,95.855,38.001,1504.793
EQ-002,119,2025-05-30 12:00:00,62.488,1.828,105.45,40.259,1506.477
EQ-002,120,2025-05-30 18:00:00,64.288,1.522,98.914,41.092,1474.123
EQ-002,121,2025-05-31 00:00:00,64.742,2.751,99.845,40.239,1517.258
EQ-002,122,2025-05-31 06:00:00,63.915,2.434,97.972,41.847,1482.206
EQ-002,123,2025-05-31 12:00:00,66.372,2.215,101.018,38.297,1505.829
EQ-002,124,2025-05-31 18:00:00,63.217,2.768,101.363,38.814,1482.285
EQ-002,125,2025-06-01 00:00:00,65.83,2.508,97.964,39.308,1493.114
EQ-002,126,2025-06-01 06:00:00,65.949,2.145,101.359,44.936,1480.818
EQ-002,127,2025-06-01 12:00:00,60.622,1.901,100.203,40.762,1492.069
EQ-002,128,2025-06-01 18:00:00,63.989,2.539,99.712,41.043,1496.985
EQ-002,129,2025-06-02 00:00:00,63.263,2.125,97.745,40.98,1482.76
